#time 1Hz  2Hz      5Hz      10Hz     20Hz 
48200000 0.309017 -0.809017 1.000000 1.000000 1.000000
48220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
48240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
48260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
48280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
4.830000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
48320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
48340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
48360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
48380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
48400000 -0.809017 0.309017 1.000000 1.000000 1.000000
48420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
48440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
48460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
4.848000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
48500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
48520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
48540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
48560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
48580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
48600000 -0.809017 0.309017 1.000000 1.000000 1.000000
4.862000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
48640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
48660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
48680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
48700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
48720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
48740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
48760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
48780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
4.880000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
48820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
48840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
48860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
48880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
48900000 0.809017 0.309017 -1.000000 1.000000 1.000000
48920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
48940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
48960000 0.968583 0.876307 0.309017 -0.809017 0.309017
4.898000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
49000000 1.000000 1.000000 1.000000 1.000000 1.000000
49020000 0.992115 0.968583 0.809017 0.309017 -0.809017
49040000 0.968583 0.876307 0.309017 -0.809017 0.309017
49060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
49080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
49100000 0.809017 0.309017 -1.000000 1.000000 1.000000
4.912000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
49140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
49160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
49180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
49200000 0.309017 -0.809017 1.000000 1.000000 1.000000
49220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
49240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
49260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
49280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
4.930000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
49320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
49340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
49360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
49380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
49400000 -0.809017 0.309017 1.000000 1.000000 1.000000
49420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
49440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
49460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
4.948000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
49500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
49520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
49540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
49560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
49580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
49600000 -0.809017 0.309017 1.000000 1.000000 1.000000
4.962000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
49640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
49660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
49680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
49700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
49720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
49740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
49760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
49780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
4.980000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
49820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
49840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
49860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
49880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
49900000 0.809017 0.309017 -1.000000 1.000000 1.000000
49920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
49940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
49960000 0.968583 0.876307 0.309017 -0.809017 0.309017
4.998000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
50000000 1.000000 1.000000 1.000000 1.000000 1.000000
50020000 0.992115 0.968583 0.809017 0.309017 -0.809017
50040000 0.968583 0.876307 0.309017 -0.809017 0.309017
50060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
50080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
50100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.012000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
50140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
50160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
50180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
50200000 0.309017 -0.809017 1.000000 1.000000 1.000000
50220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
50240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
50260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
50280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.030000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
50320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
50340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
50360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
50380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
50400000 -0.809017 0.309017 1.000000 1.000000 1.000000
50420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
50440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
50460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.048000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
50500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
50520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
50540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
50560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
50580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
50600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.062000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
50640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
50660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
50680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
50700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
50720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
50740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
50760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
50780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.080000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
50820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
50840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
50860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
50880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
50900000 0.809017 0.309017 -1.000000 1.000000 1.000000
50920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
50940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
50960000 0.968583 0.876307 0.309017 -0.809017 0.309017
5.098000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
51000000 1.000000 1.000000 1.000000 1.000000 1.000000
51020000 0.992115 0.968583 0.809017 0.309017 -0.809017
51040000 0.968583 0.876307 0.309017 -0.809017 0.309017
51060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
51080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
51100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.112000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
51140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
51160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
51180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
51200000 0.309017 -0.809017 1.000000 1.000000 1.000000
51220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
51240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
51260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
51280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.130000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
51320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
51340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
51360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
51380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
51400000 -0.809017 0.309017 1.000000 1.000000 1.000000
51420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
51440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
51460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.148000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
51500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
51520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
51540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
51560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
51580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
51600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.162000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
51640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
51660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
51680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
51700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
51720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
51740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
51760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
51780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.180000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
51820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
51840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
51860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
51880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
51900000 0.809017 0.309017 -1.000000 1.000000 1.000000
51920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
51940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
51960000 0.968583 0.876307 0.309017 -0.809017 0.309017
5.198000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
52000000 1.000000 1.000000 1.000000 1.000000 1.000000
52020000 0.992115 0.968583 0.809017 0.309017 -0.809017
52040000 0.968583 0.876307 0.309017 -0.809017 0.309017
52060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
52080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
52100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.212000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
52140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
52160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
52180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
52200000 0.309017 -0.809017 1.000000 1.000000 1.000000
52220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
52240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
52260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
52280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.230000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
52320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
52340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
52360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
52380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
52400000 -0.809017 0.309017 1.000000 1.000000 1.000000
52420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
52440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
52460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.248000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
52500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
52520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
52540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
52560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
52580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
52600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.262000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
52640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
52660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
52680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
52700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
52720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
52740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
52760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
52780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.280000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
52820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
52840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
52860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
52880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
52900000 0.809017 0.309017 -1.000000 1.000000 1.000000
52920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
52940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
52960000 0.968583 0.876307 0.309017 -0.809017 0.309017
5.298000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
53000000 1.000000 1.000000 1.000000 1.000000 1.000000
53020000 0.992115 0.968583 0.809017 0.309017 -0.809017
53040000 0.968583 0.876307 0.309017 -0.809017 0.309017
53060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
53080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
53100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.312000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
53140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
53160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
53180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
53200000 0.309017 -0.809017 1.000000 1.000000 1.000000
53220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
53240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
53260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
53280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.330000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
53320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
53340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
53360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
53380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
53400000 -0.809017 0.309017 1.000000 1.000000 1.000000
53420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
53440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
53460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.348000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
53500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
53520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
53540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
53560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
53580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
53600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.362000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
53640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
53660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
53680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
53700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
53720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
53740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
53760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
53780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.380000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
53820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
53840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
53860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
53880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
53900000 0.809017 0.309017 -1.000000 1.000000 1.000000
53920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
53940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
53960000 0.968583 0.876307 0.309017 -0.809017 0.309017
5.398000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
54000000 1.000000 1.000000 1.000000 1.000000 1.000000
54020000 0.992115 0.968583 0.809017 0.309017 -0.809017
54040000 0.968583 0.876307 0.309017 -0.809017 0.309017
54060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
54080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
54100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.412000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
54140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
54160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
54180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
54200000 0.309017 -0.809017 1.000000 1.000000 1.000000
54220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
54240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
54260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
54280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.430000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
54320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
54340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
54360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
54380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
54400000 -0.809017 0.309017 1.000000 1.000000 1.000000
54420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
54440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
54460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.448000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
54500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
54520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
54540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
54560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
54580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
54600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.462000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
54640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
54660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
54680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
54700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
54720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
54740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
54760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
54780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.480000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
54820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
54840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
54860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
54880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
54900000 0.809017 0.309017 -1.000000 1.000000 1.000000
54920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
54940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
54960000 0.968583 0.876307 0.309017 -0.809017 0.309017
5.498000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
55000000 1.000000 1.000000 1.000000 1.000000 1.000000
55020000 0.992115 0.968583 0.809017 0.309017 -0.809017
55040000 0.968583 0.876307 0.309017 -0.809017 0.309017
55060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
55080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
55100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.512000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
55140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
55160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
55180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
55200000 0.309017 -0.809017 1.000000 1.000000 1.000000
55220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
55240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
55260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
55280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.530000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
55320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
55340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
55360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
55380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
55400000 -0.809017 0.309017 1.000000 1.000000 1.000000
55420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
55440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
55460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.548000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
55500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
55520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
55540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
55560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
55580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
55600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.562000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
55640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
55660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
55680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
55700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
55720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
55740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
55760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
55780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.580000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
55820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
55840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
55860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
55880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
55900000 0.809017 0.309017 -1.000000 1.000000 1.000000
55920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
55940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
55960000 0.968583 0.876307 0.309017 -0.809017 0.309017
5.598000e+07 0.992115 0.968583 0.809017 0.309017 -0.809017
56000000 1.000000 1.000000 1.000000 1.000000 1.000000
56020000 0.992115 0.968583 0.809017 0.309017 -0.809017
56040000 0.968583 0.876307 0.309017 -0.809017 0.309017
56060000 0.929776 0.728969 -0.309017 -0.809017 0.309017
56080000 0.876307 0.535827 -0.809017 0.309017 -0.809017
56100000 0.809017 0.309017 -1.000000 1.000000 1.000000
5.612000e+07 0.728969 0.062791 -0.809017 0.309017 -0.809017
56140000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
56160000 0.535827 -0.425779 0.309017 -0.809017 0.309017
56180000 0.425779 -0.637424 0.809017 0.309017 -0.809017
56200000 0.309017 -0.809017 1.000000 1.000000 1.000000
56220000 0.187381 -0.929776 0.809017 0.309017 -0.809017
56240000 0.062791 -0.992115 0.309017 -0.809017 0.309017
56260000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
56280000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
5.630000e+07 -0.309017 -0.809017 -1.000000 1.000000 1.000000
56320000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
56340000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
56360000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
56380000 -0.728969 0.062791 0.809017 0.309017 -0.809017
56400000 -0.809017 0.309017 1.000000 1.000000 1.000000
56420000 -0.876307 0.535827 0.809017 0.309017 -0.809017
56440000 -0.929776 0.728969 0.309017 -0.809017 0.309017
56460000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
5.648000e+07 -0.992115 0.968583 -0.809017 0.309017 -0.809017
56500000 -1.000000 1.000000 -1.000000 1.000000 1.000000
56520000 -0.992115 0.968583 -0.809017 0.309017 -0.809017
56540000 -0.968583 0.876307 -0.309017 -0.809017 0.309017
56560000 -0.929776 0.728969 0.309017 -0.809017 0.309017
56580000 -0.876307 0.535827 0.809017 0.309017 -0.809017
56600000 -0.809017 0.309017 1.000000 1.000000 1.000000
5.662000e+07 -0.728969 0.062791 0.809017 0.309017 -0.809017
56640000 -0.637424 -0.187381 0.309017 -0.809017 0.309017
56660000 -0.535827 -0.425779 -0.309017 -0.809017 0.309017
56680000 -0.425779 -0.637424 -0.809017 0.309017 -0.809017
56700000 -0.309017 -0.809017 -1.000000 1.000000 1.000000
56720000 -0.187381 -0.929776 -0.809017 0.309017 -0.809017
56740000 -0.062791 -0.992115 -0.309017 -0.809017 0.309017
56760000 0.062791 -0.992115 0.309017 -0.809017 0.309017
56780000 0.187381 -0.929776 0.809017 0.309017 -0.809017
5.680000e+07 0.309017 -0.809017 1.000000 1.000000 1.000000
56820000 0.425779 -0.637424 0.809017 0.309017 -0.809017
56840000 0.535827 -0.425779 0.309017 -0.809017 0.309017
56860000 0.637424 -0.187381 -0.309017 -0.809017 0.309017
56880000 0.728969 0.062791 -0.809017 0.309017 -0.809017
56900000 0.809017 0.309017 -1.000000 1.000000 1.000000
56920000 0.876307 0.535827 -0.809017 0.309017 -0.809017
56940000 0.929776 0.728969 -0.309017 -0.809017 0.309017
56960000 0.968583 0.876307 0.309017 -0.809017 0.309017
