#time 1Hz  2Hz      5Hz      10Hz      
52490000 0.062791 -0.125333 0.309017 -0.587785
52500000 -0.000000 0.000000 -0.000000 0.000000
52510000 -0.062791 0.125333 -0.309017 0.587785
52520000 -0.125333 0.248690 -0.587785 0.951057
52530000 -0.187381 0.368125 -0.809017 0.951057
52540000 -0.248690 0.481754 -0.951057 0.587785
5.255000e+07 -0.309017 0.587785 -1.000000 0.000000
52560000 -0.368125 0.684547 -0.951057 -0.587785
52570000 -0.425779 0.770513 -0.809017 -0.951057
52580000 -0.481754 0.844328 -0.587785 -0.951057
52590000 -0.535827 0.904827 -0.309017 -0.587785
52600000 -0.587785 0.951057 0.000000 0.000000
52610000 -0.637424 0.982287 0.309017 0.587785
5.262000e+07 -0.684547 0.998027 0.587785 0.951057
52630000 -0.728969 0.998027 0.809017 0.951057
52640000 -0.770513 0.982287 0.951057 0.587785
52650000 -0.809017 0.951057 1.000000 0.000000
52660000 -0.844328 0.904827 0.951057 -0.587785
52670000 -0.876307 0.844328 0.809017 -0.951057
52680000 -0.904827 0.770513 0.587785 -0.951057
52690000 -0.929776 0.684547 0.309017 -0.587785
52700000 -0.951057 0.587785 -0.000000 0.000000
52710000 -0.968583 0.481754 -0.309017 0.587785
52720000 -0.982287 0.368125 -0.587785 0.951057
5.273000e+07 -0.992115 0.248690 -0.809017 0.951057
52740000 -0.998027 0.125333 -0.951057 0.587785
52750000 -1.000000 0.000000 -1.000000 -0.000000
52760000 -0.998027 -0.125333 -0.951057 -0.587785
52770000 -0.992115 -0.248690 -0.809017 -0.951057
52780000 -0.982287 -0.368125 -0.587785 -0.951057
52790000 -0.968583 -0.481754 -0.309017 -0.587785
5.280000e+07 -0.951057 -0.587785 -0.000000 -0.000000
52810000 -0.929776 -0.684547 0.309017 0.587785
52820000 -0.904827 -0.770513 0.587785 0.951057
52830000 -0.876307 -0.844328 0.809017 0.951057
52840000 -0.844328 -0.904827 0.951057 0.587785
52850000 -0.809017 -0.951057 1.000000 0.000000
52860000 -0.770513 -0.982287 0.951057 -0.587785
5.287000e+07 -0.728969 -0.998027 0.809017 -0.951057
52880000 -0.684547 -0.998027 0.587785 -0.951057
52890000 -0.637424 -0.982287 0.309017 -0.587785
52900000 -0.587785 -0.951057 0.000000 -0.000000
52910000 -0.535827 -0.904827 -0.309017 0.587785
52920000 -0.481754 -0.844328 -0.587785 0.951057
52930000 -0.425779 -0.770513 -0.809017 0.951057
52940000 -0.368125 -0.684547 -0.951057 0.587785
52950000 -0.309017 -0.587785 -1.000000 -0.000000
52960000 -0.248690 -0.481754 -0.951057 -0.587785
52970000 -0.187381 -0.368125 -0.809017 -0.951057
5.298000e+07 -0.125333 -0.248690 -0.587785 -0.951057
52990000 -0.062791 -0.125333 -0.309017 -0.587785
53000000 -0.000000 -0.000000 -0.000000 -0.000000
53010000 0.062791 0.125333 0.309017 0.587785
53020000 0.125333 0.248690 0.587785 0.951057
53030000 0.187381 0.368125 0.809017 0.951057
53040000 0.248690 0.481754 0.951057 0.587785
5.305000e+07 0.309017 0.587785 1.000000 -0.000000
53060000 0.368125 0.684547 0.951057 -0.587785
53070000 0.425779 0.770513 0.809017 -0.951057
53080000 0.481754 0.844328 0.587785 -0.951057
53090000 0.535827 0.904827 0.309017 -0.587785
53100000 0.587785 0.951057 0.000000 -0.000000
53110000 0.637424 0.982287 -0.309017 0.587785
5.312000e+07 0.684547 0.998027 -0.587785 0.951057
53130000 0.728969 0.998027 -0.809017 0.951057
53140000 0.770513 0.982287 -0.951057 0.587785
53150000 0.809017 0.951057 -1.000000 0.000000
53160000 0.844328 0.904827 -0.951057 -0.587785
53170000 0.876307 0.844328 -0.809017 -0.951057
53180000 0.904827 0.770513 -0.587785 -0.951057
53190000 0.929776 0.684547 -0.309017 -0.587785
53200000 0.951057 0.587785 -0.000000 -0.000000
53210000 0.968583 0.481754 0.309017 0.587785
53220000 0.982287 0.368125 0.587785 0.951057
5.323000e+07 0.992115 0.248690 0.809017 0.951057
53240000 0.998027 0.125333 0.951057 0.587785
53250000 1.000000 0.000000 1.000000 0.000000
53260000 0.998027 -0.125333 0.951057 -0.587785
53270000 0.992115 -0.248690 0.809017 -0.951057
53280000 0.982287 -0.368125 0.587785 -0.951057
53290000 0.968583 -0.481754 0.309017 -0.587785
5.330000e+07 0.951057 -0.587785 -0.000000 0.000000
53310000 0.929776 -0.684547 -0.309017 0.587785
53320000 0.904827 -0.770513 -0.587785 0.951057
53330000 0.876307 -0.844328 -0.809017 0.951057
53340000 0.844328 -0.904827 -0.951057 0.587785
53350000 0.809017 -0.951057 -1.000000 -0.000000
53360000 0.770513 -0.982287 -0.951057 -0.587785
5.337000e+07 0.728969 -0.998027 -0.809017 -0.951057
53380000 0.684547 -0.998027 -0.587785 -0.951057
53390000 0.637424 -0.982287 -0.309017 -0.587785
53400000 0.587785 -0.951057 -0.000000 -0.000000
53410000 0.535827 -0.904827 0.309017 0.587785
53420000 0.481754 -0.844328 0.587785 0.951057
53430000 0.425779 -0.770513 0.809017 0.951057
53440000 0.368125 -0.684547 0.951057 0.587785
53450000 0.309017 -0.587785 1.000000 -0.000000
53460000 0.248690 -0.481754 0.951057 -0.587785
53470000 0.187381 -0.368125 0.809017 -0.951057
5.348000e+07 0.125333 -0.248690 0.587785 -0.951057
53490000 0.062791 -0.125333 0.309017 -0.587785
53500000 0.000000 -0.000000 0.000000 -0.000000
53510000 -0.062791 0.125333 -0.309017 0.587785
53520000 -0.125333 0.248690 -0.587785 0.951057
53530000 -0.187381 0.368125 -0.809017 0.951057
53540000 -0.248690 0.481754 -0.951057 0.587785
5.355000e+07 -0.309017 0.587785 -1.000000 -0.000000
53560000 -0.368125 0.684547 -0.951057 -0.587785
53570000 -0.425779 0.770513 -0.809017 -0.951057
53580000 -0.481754 0.844328 -0.587785 -0.951057
53590000 -0.535827 0.904827 -0.309017 -0.587785
53600000 -0.587785 0.951057 0.000000 0.000000
53610000 -0.637424 0.982287 0.309017 0.587785
5.362000e+07 -0.684547 0.998027 0.587785 0.951057
53630000 -0.728969 0.998027 0.809017 0.951057
53640000 -0.770513 0.982287 0.951057 0.587785
53650000 -0.809017 0.951057 1.000000 -0.000000
53660000 -0.844328 0.904827 0.951057 -0.587785
53670000 -0.876307 0.844328 0.809017 -0.951057
53680000 -0.904827 0.770513 0.587785 -0.951057
53690000 -0.929776 0.684547 0.309017 -0.587785
53700000 -0.951057 0.587785 -0.000000 0.000000
53710000 -0.968583 0.481754 -0.309017 0.587785
53720000 -0.982287 0.368125 -0.587785 0.951057
5.373000e+07 -0.992115 0.248690 -0.809017 0.951057
53740000 -0.998027 0.125333 -0.951057 0.587785
53750000 -1.000000 0.000000 -1.000000 0.000000
53760000 -0.998027 -0.125333 -0.951057 -0.587785
53770000 -0.992115 -0.248690 -0.809017 -0.951057
53780000 -0.982287 -0.368125 -0.587785 -0.951057
53790000 -0.968583 -0.481754 -0.309017 -0.587785
5.380000e+07 -0.951057 -0.587785 0.000000 0.000000
53810000 -0.929776 -0.684547 0.309017 0.587785
53820000 -0.904827 -0.770513 0.587785 0.951057
53830000 -0.876307 -0.844328 0.809017 0.951057
53840000 -0.844328 -0.904827 0.951057 0.587785
53850000 -0.809017 -0.951057 1.000000 -0.000000
53860000 -0.770513 -0.982287 0.951057 -0.587785
5.387000e+07 -0.728969 -0.998027 0.809017 -0.951057
53880000 -0.684547 -0.998027 0.587785 -0.951057
53890000 -0.637424 -0.982287 0.309017 -0.587785
53900000 -0.587785 -0.951057 0.000000 -0.000000
53910000 -0.535827 -0.904827 -0.309017 0.587785
53920000 -0.481754 -0.844328 -0.587785 0.951057
53930000 -0.425779 -0.770513 -0.809017 0.951057
53940000 -0.368125 -0.684547 -0.951057 0.587785
53950000 -0.309017 -0.587785 -1.000000 0.000000
53960000 -0.248690 -0.481754 -0.951057 -0.587785
53970000 -0.187381 -0.368125 -0.809017 -0.951057
5.398000e+07 -0.125333 -0.248690 -0.587785 -0.951057
53990000 -0.062791 -0.125333 -0.309017 -0.587785
54000000 -0.000000 -0.000000 -0.000000 -0.000000
54010000 0.062791 0.125333 0.309017 0.587785
54020000 0.125333 0.248690 0.587785 0.951057
54030000 0.187381 0.368125 0.809017 0.951057
54040000 0.248690 0.481754 0.951057 0.587785
5.405000e+07 0.309017 0.587785 1.000000 -0.000000
54060000 0.368125 0.684547 0.951057 -0.587785
54070000 0.425779 0.770513 0.809017 -0.951057
54080000 0.481754 0.844328 0.587785 -0.951057
54090000 0.535827 0.904827 0.309017 -0.587785
54100000 0.587785 0.951057 0.000000 -0.000000
54110000 0.637424 0.982287 -0.309017 0.587785
5.412000e+07 0.684547 0.998027 -0.587785 0.951057
54130000 0.728969 0.998027 -0.809017 0.951057
54140000 0.770513 0.982287 -0.951057 0.587785
54150000 0.809017 0.951057 -1.000000 0.000000
54160000 0.844328 0.904827 -0.951057 -0.587785
54170000 0.876307 0.844328 -0.809017 -0.951057
54180000 0.904827 0.770513 -0.587785 -0.951057
54190000 0.929776 0.684547 -0.309017 -0.587785
54200000 0.951057 0.587785 -0.000000 -0.000000
54210000 0.968583 0.481754 0.309017 0.587785
54220000 0.982287 0.368125 0.587785 0.951057
5.423000e+07 0.992115 0.248690 0.809017 0.951057
54240000 0.998027 0.125333 0.951057 0.587785
54250000 1.000000 0.000000 1.000000 0.000000
54260000 0.998027 -0.125333 0.951057 -0.587785
54270000 0.992115 -0.248690 0.809017 -0.951057
54280000 0.982287 -0.368125 0.587785 -0.951057
54290000 0.968583 -0.481754 0.309017 -0.587785
5.430000e+07 0.951057 -0.587785 -0.000000 0.000000
54310000 0.929776 -0.684547 -0.309017 0.587785
54320000 0.904827 -0.770513 -0.587785 0.951057
54330000 0.876307 -0.844328 -0.809017 0.951057
54340000 0.844328 -0.904827 -0.951057 0.587785
54350000 0.809017 -0.951057 -1.000000 0.000000
54360000 0.770513 -0.982287 -0.951057 -0.587785
5.437000e+07 0.728969 -0.998027 -0.809017 -0.951057
54380000 0.684547 -0.998027 -0.587785 -0.951057
54390000 0.637424 -0.982287 -0.309017 -0.587785
54400000 0.587785 -0.951057 0.000000 0.000000
54410000 0.535827 -0.904827 0.309017 0.587785
54420000 0.481754 -0.844328 0.587785 0.951057
54430000 0.425779 -0.770513 0.809017 0.951057
54440000 0.368125 -0.684547 0.951057 0.587785
54450000 0.309017 -0.587785 1.000000 -0.000000
54460000 0.248690 -0.481754 0.951057 -0.587785
54470000 0.187381 -0.368125 0.809017 -0.951057
5.448000e+07 0.125333 -0.248690 0.587785 -0.951057
54490000 0.062791 -0.125333 0.309017 -0.587785
54500000 0.000000 -0.000000 0.000000 -0.000000
54510000 -0.062791 0.125333 -0.309017 0.587785
54520000 -0.125333 0.248690 -0.587785 0.951057
54530000 -0.187381 0.368125 -0.809017 0.951057
54540000 -0.248690 0.481754 -0.951057 0.587785
5.455000e+07 -0.309017 0.587785 -1.000000 -0.000000
54560000 -0.368125 0.684547 -0.951057 -0.587785
54570000 -0.425779 0.770513 -0.809017 -0.951057
54580000 -0.481754 0.844328 -0.587785 -0.951057
54590000 -0.535827 0.904827 -0.309017 -0.587785
54600000 -0.587785 0.951057 0.000000 0.000000
54610000 -0.637424 0.982287 0.309017 0.587785
5.462000e+07 -0.684547 0.998027 0.587785 0.951057
54630000 -0.728969 0.998027 0.809017 0.951057
54640000 -0.770513 0.982287 0.951057 0.587785
54650000 -0.809017 0.951057 1.000000 0.000000
54660000 -0.844328 0.904827 0.951057 -0.587785
54670000 -0.876307 0.844328 0.809017 -0.951057
54680000 -0.904827 0.770513 0.587785 -0.951057
54690000 -0.929776 0.684547 0.309017 -0.587785
54700000 -0.951057 0.587785 -0.000000 0.000000
54710000 -0.968583 0.481754 -0.309017 0.587785
54720000 -0.982287 0.368125 -0.587785 0.951057
5.473000e+07 -0.992115 0.248690 -0.809017 0.951057
54740000 -0.998027 0.125333 -0.951057 0.587785
54750000 -1.000000 -0.000000 -1.000000 -0.000000
54760000 -0.998027 -0.125333 -0.951057 -0.587785
54770000 -0.992115 -0.248690 -0.809017 -0.951057
54780000 -0.982287 -0.368125 -0.587785 -0.951057
54790000 -0.968583 -0.481754 -0.309017 -0.587785
5.480000e+07 -0.951057 -0.587785 0.000000 0.000000
54810000 -0.929776 -0.684547 0.309017 0.587785
54820000 -0.904827 -0.770513 0.587785 0.951057
54830000 -0.876307 -0.844328 0.809017 0.951057
54840000 -0.844328 -0.904827 0.951057 0.587785
54850000 -0.809017 -0.951057 1.000000 0.000000
54860000 -0.770513 -0.982287 0.951057 -0.587785
5.487000e+07 -0.728969 -0.998027 0.809017 -0.951057
54880000 -0.684547 -0.998027 0.587785 -0.951057
54890000 -0.637424 -0.982287 0.309017 -0.587785
54900000 -0.587785 -0.951057 0.000000 -0.000000
54910000 -0.535827 -0.904827 -0.309017 0.587785
54920000 -0.481754 -0.844328 -0.587785 0.951057
54930000 -0.425779 -0.770513 -0.809017 0.951057
54940000 -0.368125 -0.684547 -0.951057 0.587785
54950000 -0.309017 -0.587785 -1.000000 -0.000000
54960000 -0.248690 -0.481754 -0.951057 -0.587785
54970000 -0.187381 -0.368125 -0.809017 -0.951057
5.498000e+07 -0.125333 -0.248690 -0.587785 -0.951057
54990000 -0.062791 -0.125333 -0.309017 -0.587785
55000000 0.000000 0.000000 -0.000000 -0.000000
55010000 0.062791 0.125333 0.309017 0.587785
55020000 0.125333 0.248690 0.587785 0.951057
55030000 0.187381 0.368125 0.809017 0.951057
55040000 0.248690 0.481754 0.951057 0.587785
5.505000e+07 0.309017 0.587785 1.000000 0.000000
55060000 0.368125 0.684547 0.951057 -0.587785
55070000 0.425779 0.770513 0.809017 -0.951057
55080000 0.481754 0.844328 0.587785 -0.951057
55090000 0.535827 0.904827 0.309017 -0.587785
55100000 0.587785 0.951057 0.000000 -0.000000
55110000 0.637424 0.982287 -0.309017 0.587785
5.512000e+07 0.684547 0.998027 -0.587785 0.951057
55130000 0.728969 0.998027 -0.809017 0.951057
55140000 0.770513 0.982287 -0.951057 0.587785
55150000 0.809017 0.951057 -1.000000 0.000000
55160000 0.844328 0.904827 -0.951057 -0.587785
55170000 0.876307 0.844328 -0.809017 -0.951057
55180000 0.904827 0.770513 -0.587785 -0.951057
55190000 0.929776 0.684547 -0.309017 -0.587785
55200000 0.951057 0.587785 -0.000000 -0.000000
55210000 0.968583 0.481754 0.309017 0.587785
55220000 0.982287 0.368125 0.587785 0.951057
5.523000e+07 0.992115 0.248690 0.809017 0.951057
55240000 0.998027 0.125333 0.951057 0.587785
55250000 1.000000 -0.000000 1.000000 -0.000000
55260000 0.998027 -0.125333 0.951057 -0.587785
55270000 0.992115 -0.248690 0.809017 -0.951057
55280000 0.982287 -0.368125 0.587785 -0.951057
55290000 0.968583 -0.481754 0.309017 -0.587785
5.530000e+07 0.951057 -0.587785 0.000000 -0.000000
55310000 0.929776 -0.684547 -0.309017 0.587785
55320000 0.904827 -0.770513 -0.587785 0.951057
55330000 0.876307 -0.844328 -0.809017 0.951057
55340000 0.844328 -0.904827 -0.951057 0.587785
55350000 0.809017 -0.951057 -1.000000 -0.000000
55360000 0.770513 -0.982287 -0.951057 -0.587785
5.537000e+07 0.728969 -0.998027 -0.809017 -0.951057
55380000 0.684547 -0.998027 -0.587785 -0.951057
55390000 0.637424 -0.982287 -0.309017 -0.587785
55400000 0.587785 -0.951057 -0.000000 -0.000000
55410000 0.535827 -0.904827 0.309017 0.587785
55420000 0.481754 -0.844328 0.587785 0.951057
55430000 0.425779 -0.770513 0.809017 0.951057
55440000 0.368125 -0.684547 0.951057 0.587785
55450000 0.309017 -0.587785 1.000000 -0.000000
55460000 0.248690 -0.481754 0.951057 -0.587785
55470000 0.187381 -0.368125 0.809017 -0.951057
5.548000e+07 0.125333 -0.248690 0.587785 -0.951057
55490000 0.062791 -0.125333 0.309017 -0.587785
55500000 0.000000 -0.000000 -0.000000 0.000000
55510000 -0.062791 0.125333 -0.309017 0.587785
55520000 -0.125333 0.248690 -0.587785 0.951057
55530000 -0.187381 0.368125 -0.809017 0.951057
55540000 -0.248690 0.481754 -0.951057 0.587785
5.555000e+07 -0.309017 0.587785 -1.000000 -0.000000
55560000 -0.368125 0.684547 -0.951057 -0.587785
55570000 -0.425779 0.770513 -0.809017 -0.951057
55580000 -0.481754 0.844328 -0.587785 -0.951057
55590000 -0.535827 0.904827 -0.309017 -0.587785
55600000 -0.587785 0.951057 -0.000000 -0.000000
55610000 -0.637424 0.982287 0.309017 0.587785
5.562000e+07 -0.684547 0.998027 0.587785 0.951057
55630000 -0.728969 0.998027 0.809017 0.951057
55640000 -0.770513 0.982287 0.951057 0.587785
55650000 -0.809017 0.951057 1.000000 0.000000
55660000 -0.844328 0.904827 0.951057 -0.587785
55670000 -0.876307 0.844328 0.809017 -0.951057
55680000 -0.904827 0.770513 0.587785 -0.951057
55690000 -0.929776 0.684547 0.309017 -0.587785
55700000 -0.951057 0.587785 -0.000000 0.000000
55710000 -0.968583 0.481754 -0.309017 0.587785
55720000 -0.982287 0.368125 -0.587785 0.951057
5.573000e+07 -0.992115 0.248690 -0.809017 0.951057
55740000 -0.998027 0.125333 -0.951057 0.587785
55750000 -1.000000 0.000000 -1.000000 0.000000
55760000 -0.998027 -0.125333 -0.951057 -0.587785
55770000 -0.992115 -0.248690 -0.809017 -0.951057
55780000 -0.982287 -0.368125 -0.587785 -0.951057
55790000 -0.968583 -0.481754 -0.309017 -0.587785
5.580000e+07 -0.951057 -0.587785 0.000000 0.000000
55810000 -0.929776 -0.684547 0.309017 0.587785
55820000 -0.904827 -0.770513 0.587785 0.951057
55830000 -0.876307 -0.844328 0.809017 0.951057
55840000 -0.844328 -0.904827 0.951057 0.587785
55850000 -0.809017 -0.951057 1.000000 -0.000000
55860000 -0.770513 -0.982287 0.951057 -0.587785
5.587000e+07 -0.728969 -0.998027 0.809017 -0.951057
55880000 -0.684547 -0.998027 0.587785 -0.951057
55890000 -0.637424 -0.982287 0.309017 -0.587785
55900000 -0.587785 -0.951057 0.000000 -0.000000
55910000 -0.535827 -0.904827 -0.309017 0.587785
55920000 -0.481754 -0.844328 -0.587785 0.951057
55930000 -0.425779 -0.770513 -0.809017 0.951057
55940000 -0.368125 -0.684547 -0.951057 0.587785
55950000 -0.309017 -0.587785 -1.000000 0.000000
55960000 -0.248690 -0.481754 -0.951057 -0.587785
55970000 -0.187381 -0.368125 -0.809017 -0.951057
5.598000e+07 -0.125333 -0.248690 -0.587785 -0.951057
55990000 -0.062791 -0.125333 -0.309017 -0.587785
56000000 -0.000000 -0.000000 -0.000000 -0.000000
56010000 0.062791 0.125333 0.309017 0.587785
56020000 0.125333 0.248690 0.587785 0.951057
56030000 0.187381 0.368125 0.809017 0.951057
56040000 0.248690 0.481754 0.951057 0.587785
5.605000e+07 0.309017 0.587785 1.000000 -0.000000
56060000 0.368125 0.684547 0.951057 -0.587785
56070000 0.425779 0.770513 0.809017 -0.951057
56080000 0.481754 0.844328 0.587785 -0.951057
56090000 0.535827 0.904827 0.309017 -0.587785
56100000 0.587785 0.951057 -0.000000 0.000000
56110000 0.637424 0.982287 -0.309017 0.587785
5.612000e+07 0.684547 0.998027 -0.587785 0.951057
56130000 0.728969 0.998027 -0.809017 0.951057
56140000 0.770513 0.982287 -0.951057 0.587785
56150000 0.809017 0.951057 -1.000000 0.000000
56160000 0.844328 0.904827 -0.951057 -0.587785
56170000 0.876307 0.844328 -0.809017 -0.951057
56180000 0.904827 0.770513 -0.587785 -0.951057
56190000 0.929776 0.684547 -0.309017 -0.587785
56200000 0.951057 0.587785 0.000000 0.000000
56210000 0.968583 0.481754 0.309017 0.587785
56220000 0.982287 0.368125 0.587785 0.951057
5.623000e+07 0.992115 0.248690 0.809017 0.951057
56240000 0.998027 0.125333 0.951057 0.587785
56250000 1.000000 0.000000 1.000000 0.000000
56260000 0.998027 -0.125333 0.951057 -0.587785
56270000 0.992115 -0.248690 0.809017 -0.951057
56280000 0.982287 -0.368125 0.587785 -0.951057
56290000 0.968583 -0.481754 0.309017 -0.587785
5.630000e+07 0.951057 -0.587785 -0.000000 0.000000
56310000 0.929776 -0.684547 -0.309017 0.587785
56320000 0.904827 -0.770513 -0.587785 0.951057
56330000 0.876307 -0.844328 -0.809017 0.951057
56340000 0.844328 -0.904827 -0.951057 0.587785
56350000 0.809017 -0.951057 -1.000000 -0.000000
56360000 0.770513 -0.982287 -0.951057 -0.587785
5.637000e+07 0.728969 -0.998027 -0.809017 -0.951057
56380000 0.684547 -0.998027 -0.587785 -0.951057
56390000 0.637424 -0.982287 -0.309017 -0.587785
56400000 0.587785 -0.951057 0.000000 0.000000
56410000 0.535827 -0.904827 0.309017 0.587785
56420000 0.481754 -0.844328 0.587785 0.951057
56430000 0.425779 -0.770513 0.809017 0.951057
56440000 0.368125 -0.684547 0.951057 0.587785
56450000 0.309017 -0.587785 1.000000 0.000000
56460000 0.248690 -0.481754 0.951057 -0.587785
56470000 0.187381 -0.368125 0.809017 -0.951057
5.648000e+07 0.125333 -0.248690 0.587785 -0.951057
56490000 0.062791 -0.125333 0.309017 -0.587785
56500000 0.000000 -0.000000 0.000000 -0.000000
56510000 -0.062791 0.125333 -0.309017 0.587785
56520000 -0.125333 0.248690 -0.587785 0.951057
56530000 -0.187381 0.368125 -0.809017 0.951057
56540000 -0.248690 0.481754 -0.951057 0.587785
5.655000e+07 -0.309017 0.587785 -1.000000 -0.000000
56560000 -0.368125 0.684547 -0.951057 -0.587785
56570000 -0.425779 0.770513 -0.809017 -0.951057
56580000 -0.481754 0.844328 -0.587785 -0.951057
56590000 -0.535827 0.904827 -0.309017 -0.587785
56600000 -0.587785 0.951057 0.000000 0.000000
56610000 -0.637424 0.982287 0.309017 0.587785
5.662000e+07 -0.684547 0.998027 0.587785 0.951057
56630000 -0.728969 0.998027 0.809017 0.951057
56640000 -0.770513 0.982287 0.951057 0.587785
56650000 -0.809017 0.951057 1.000000 0.000000
56660000 -0.844328 0.904827 0.951057 -0.587785
56670000 -0.876307 0.844328 0.809017 -0.951057
56680000 -0.904827 0.770513 0.587785 -0.951057
56690000 -0.929776 0.684547 0.309017 -0.587785
56700000 -0.951057 0.587785 0.000000 -0.000000
56710000 -0.968583 0.481754 -0.309017 0.587785
56720000 -0.982287 0.368125 -0.587785 0.951057
5.673000e+07 -0.992115 0.248690 -0.809017 0.951057
56740000 -0.998027 0.125333 -0.951057 0.587785
56750000 -1.000000 0.000000 -1.000000 0.000000
56760000 -0.998027 -0.125333 -0.951057 -0.587785
56770000 -0.992115 -0.248690 -0.809017 -0.951057
56780000 -0.982287 -0.368125 -0.587785 -0.951057
56790000 -0.968583 -0.481754 -0.309017 -0.587785
5.680000e+07 -0.951057 -0.587785 0.000000 0.000000
56810000 -0.929776 -0.684547 0.309017 0.587785
56820000 -0.904827 -0.770513 0.587785 0.951057
56830000 -0.876307 -0.844328 0.809017 0.951057
56840000 -0.844328 -0.904827 0.951057 0.587785
56850000 -0.809017 -0.951057 1.000000 0.000000
56860000 -0.770513 -0.982287 0.951057 -0.587785
5.687000e+07 -0.728969 -0.998027 0.809017 -0.951057
56880000 -0.684547 -0.998027 0.587785 -0.951057
56890000 -0.637424 -0.982287 0.309017 -0.587785
56900000 -0.587785 -0.951057 0.000000 -0.000000
56910000 -0.535827 -0.904827 -0.309017 0.587785
56920000 -0.481754 -0.844328 -0.587785 0.951057
56930000 -0.425779 -0.770513 -0.809017 0.951057
56940000 -0.368125 -0.684547 -0.951057 0.587785
56950000 -0.309017 -0.587785 -1.000000 0.000000
56960000 -0.248690 -0.481754 -0.951057 -0.587785
56970000 -0.187381 -0.368125 -0.809017 -0.951057
5.698000e+07 -0.125333 -0.248690 -0.587785 -0.951057
56990000 -0.062791 -0.125333 -0.309017 -0.587785
57000000 -0.000000 -0.000000 -0.000000 -0.000000
57010000 0.062791 0.125333 0.309017 0.587785
57020000 0.125333 0.248690 0.587785 0.951057
57030000 0.187381 0.368125 0.809017 0.951057
57040000 0.248690 0.481754 0.951057 0.587785
5.705000e+07 0.309017 0.587785 1.000000 -0.000000
57060000 0.368125 0.684547 0.951057 -0.587785
57070000 0.425779 0.770513 0.809017 -0.951057
57080000 0.481754 0.844328 0.587785 -0.951057
57090000 0.535827 0.904827 0.309017 -0.587785
57100000 0.587785 0.951057 0.000000 -0.000000
57110000 0.637424 0.982287 -0.309017 0.587785
5.712000e+07 0.684547 0.998027 -0.587785 0.951057
57130000 0.728969 0.998027 -0.809017 0.951057
57140000 0.770513 0.982287 -0.951057 0.587785
57150000 0.809017 0.951057 -1.000000 -0.000000
57160000 0.844328 0.904827 -0.951057 -0.587785
57170000 0.876307 0.844328 -0.809017 -0.951057
57180000 0.904827 0.770513 -0.587785 -0.951057
57190000 0.929776 0.684547 -0.309017 -0.587785
57200000 0.951057 0.587785 0.000000 0.000000
57210000 0.968583 0.481754 0.309017 0.587785
57220000 0.982287 0.368125 0.587785 0.951057
5.723000e+07 0.992115 0.248690 0.809017 0.951057
57240000 0.998027 0.125333 0.951057 0.587785
57250000 1.000000 0.000000 1.000000 0.000000
57260000 0.998027 -0.125333 0.951057 -0.587785
57270000 0.992115 -0.248690 0.809017 -0.951057
57280000 0.982287 -0.368125 0.587785 -0.951057
57290000 0.968583 -0.481754 0.309017 -0.587785
5.730000e+07 0.951057 -0.587785 -0.000000 0.000000
57310000 0.929776 -0.684547 -0.309017 0.587785
57320000 0.904827 -0.770513 -0.587785 0.951057
57330000 0.876307 -0.844328 -0.809017 0.951057
57340000 0.844328 -0.904827 -0.951057 0.587785
57350000 0.809017 -0.951057 -1.000000 -0.000000
57360000 0.770513 -0.982287 -0.951057 -0.587785
5.737000e+07 0.728969 -0.998027 -0.809017 -0.951057
57380000 0.684547 -0.998027 -0.587785 -0.951057
57390000 0.637424 -0.982287 -0.309017 -0.587785
57400000 0.587785 -0.951057 -0.000000 -0.000000
57410000 0.535827 -0.904827 0.309017 0.587785
57420000 0.481754 -0.844328 0.587785 0.951057
57430000 0.425779 -0.770513 0.809017 0.951057
57440000 0.368125 -0.684547 0.951057 0.587785
57450000 0.309017 -0.587785 1.000000 -0.000000
57460000 0.248690 -0.481754 0.951057 -0.587785
57470000 0.187381 -0.368125 0.809017 -0.951057
5.748000e+07 0.125333 -0.248690 0.587785 -0.951057
57490000 0.062791 -0.125333 0.309017 -0.587785
57500000 -0.000000 0.000000 -0.000000 0.000000
57510000 -0.062791 0.125333 -0.309017 0.587785
57520000 -0.125333 0.248690 -0.587785 0.951057
57530000 -0.187381 0.368125 -0.809017 0.951057
57540000 -0.248690 0.481754 -0.951057 0.587785
5.755000e+07 -0.309017 0.587785 -1.000000 0.000000
57560000 -0.368125 0.684547 -0.951057 -0.587785
57570000 -0.425779 0.770513 -0.809017 -0.951057
57580000 -0.481754 0.844328 -0.587785 -0.951057
57590000 -0.535827 0.904827 -0.309017 -0.587785
57600000 -0.587785 0.951057 -0.000000 -0.000000
57610000 -0.637424 0.982287 0.309017 0.587785
5.762000e+07 -0.684547 0.998027 0.587785 0.951057
57630000 -0.728969 0.998027 0.809017 0.951057
57640000 -0.770513 0.982287 0.951057 0.587785
57650000 -0.809017 0.951057 1.000000 0.000000
57660000 -0.844328 0.904827 0.951057 -0.587785
57670000 -0.876307 0.844328 0.809017 -0.951057
57680000 -0.904827 0.770513 0.587785 -0.951057
57690000 -0.929776 0.684547 0.309017 -0.587785
57700000 -0.951057 0.587785 -0.000000 0.000000
57710000 -0.968583 0.481754 -0.309017 0.587785
57720000 -0.982287 0.368125 -0.587785 0.951057
5.773000e+07 -0.992115 0.248690 -0.809017 0.951057
57740000 -0.998027 0.125333 -0.951057 0.587785
57750000 -1.000000 -0.000000 -1.000000 0.000000
